-326, -254, -399, -390, -369, -652, -432, -414, -268, -373, -464, -417, -284, -354, -541, -415, -420, -471, -480, -417, -444, -430, -285, -513, -447, -326, -392, -420, -369, -373
-14, -38, 22, -111, -11, -327, -57, -140, 40, -128, -83, -81, 68, -9, -202, -96, -73, -106, -116, -167, -106, -87, 42, -224, -96, 23, -22, -127, -60, 40
191, 171, 274, 124, 179, -16, 167, 104, 256, 98, 187, 150, 257, 214, 86, 117, 161, 251, 163, 62, 117, 174, 264, 88, 206, 212, 226, 133, 188, 278
338, 320, 344, 298, 303, 219, 314, 284, 337, 296, 309, 293, 333, 319, 294, 287, 304, 345, 323, 253, 296, 325, 331, 274, 334, 332, 349, 272, 331, 357
363, 346, 361, 354, 339, 320, 348, 342, 361, 359, 349, 353, 368, 354, 358, 356, 351, 367, 362, 353, 339, 369, 358, 339, 359, 358, 367, 337, 370, 373
374, 361, 367, 368, 352, 356, 365, 364, 373, 374, 366, 369, 377, 369, 378, 376, 368, 375, 371, 375, 352, 374, 370, 363, 374, 372, 374, 359, 375, 382
380, 369, 371, 376, 367, 371, 376, 370, 379, 382, 373, 375, 381, 373, 381, 380, 374, 377, 377, 384, 368, 377, 378, 374, 383, 378, 379, 367, 383, 388
383, 375, 376, 383, 378, 376, 380, 377, 383, 385, 379, 381, 382, 378, 385, 380, 379, 381, 380, 384, 377, 378, 384, 381, 386, 384, 381, 373, 388, 388
385, 381, 381, 385, 380, 381, 382, 381, 383, 386, 383, 386, 383, 381, 386, 380, 382, 383, 382, 384, 380, 380, 386, 385, 387, 387, 382, 378, 388, 388
386, 383, 383, 385, 384, 383, 384, 383, 383, 386, 385, 387, 384, 383, 386, 381, 385, 384, 383, 384, 382, 385, 387, 387, 387, 387, 385, 382, 388, 388
386, 385, 384, 386, 386, 384, 385, 385, 383, 387, 386, 387, 387, 385, 386, 381, 386, 385, 383, 384, 383, 387, 387, 387, 387, 387, 386, 383, 388, 388
386, 387, 384, 387, 387, 385, 386, 387, 384, 387, 386, 387, 387, 386, 386, 382, 387, 385, 383, 384, 385, 387, 387, 387, 387, 387, 387, 384, 388, 388
386, 387, 385, 387, 389, 385, 387, 387, 384, 387, 386, 387, 387, 386, 386, 382, 387, 385, 383, 384, 387, 387, 387, 387, 387, 387, 387, 385, 388, 388
386, 387, 385, 388, 390, 385, 387, 387, 385, 387, 386, 387, 387, 387, 386, 382, 387, 385, 383, 384, 388, 387, 387, 387, 387, 387, 387, 386, 388, 388
386, 387, 386, 388, 390, 385, 388, 387, 385, 387, 386, 387, 387, 388, 386, 382, 387, 385, 384, 384, 388, 387, 387, 387, 387, 387, 387, 387, 388, 388
386, 387, 386, 388, 390, 385, 388, 387, 385, 387, 386, 387, 388, 388, 386, 382, 387, 385, 384, 384, 388, 387, 387, 387, 387, 387, 387, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 385, 387, 386, 387, 388, 388, 386, 382, 387, 385, 386, 384, 388, 387, 387, 387, 387, 387, 387, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 385, 387, 386, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 388, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 385, 387, 386, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 388, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 386, 387, 386, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 388, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 386, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 388, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 386, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 387, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 388, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 388, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 388, 387, 387, 387, 389, 387, 388, 388
386, 387, 386, 388, 390, 386, 388, 387, 387, 387, 387, 387, 388, 388, 386, 382, 387, 385, 387, 384, 388, 387, 388, 387, 387, 387, 389, 387, 388, 388
