2077996, 2077998, 2077992
2078003, 2077960, 2077968
2077993, 2077964, 2077993
2078007, 2077997, 2077991
2077996, 2077981, 2077975
2078002, 2077982, 2077998
2077987, 2077967, 2077977
2078005, 2077989, 2077989
2077992, 2077998, 2077960
2077979, 2077996, 2077998
2077981, 2077967, 2078000
2078027, 2077934, 2077968
2077982, 2077957, 2077986
2077984, 2077972, 2077984
2077980, 2077968, 2077977
2078000, 2078010, 2077998
2078029, 2077969, 2078007
2077992, 2077972, 2077989
2078015, 2077985, 2077988
2077998, 2077968, 2077983
2077989, 2077961, 2077994
2077999, 2077998, 2077963
2077991, 2077977, 2077992
2077993, 2077995, 2077990
2077994, 2077993, 2077978
2078021, 2078011, 2077997
2078018, 2077989, 2078005
2077982, 2077955, 2077992
2077982, 2077995, 2077991
2077982, 2077963, 2077965
