1915828, 1916141, 1916809
1946236, 1948849, 1948044
1974552, 1978193, 1974547
2000530, 2006307, 2000416
2022749, 2030446, 2024058
2039020, 2046615, 2039974
2047575, 2052539, 2047309
2052167, 2053329, 2050320
2053728, 2055409, 2050398
2053864, 2056847, 2051804
2054242, 2060263, 2050829
2055122, 2059401, 2050765
2054866, 2062039, 2053056
2054629, 2062113, 2052567
2054984, 2064261, 2052902
2055796, 2066481, 2053041
2055577, 2067610, 2053738
2055046, 2069401, 2054667
2055052, 2070492, 2054185
2055505, 2071453, 2055352
2055849, 2072005, 2054063
2056565, 2072041, 2054954
2056801, 2073591, 2054403
2056625, 2073579, 2054963
2056918, 2074284, 2055563
2057619, 2074782, 2055278
2056927, 2074912, 2055867
2057311, 2075839, 2056329
2058474, 2076166, 2056224
2056936, 2076580, 2056885
2056022, 2077026, 2055812
2057108, 2077225, 2056456
2057219, 2077591, 2056807
2057812, 2077621, 2056214
2057187, 2077612, 2055521
2057011, 2077663, 2056534
2057605, 2077771, 2055603
2058270, 2077815, 2056019
2057860, 2077824, 2056197
2057794, 2077816, 2056612
2058279, 2077763, 2057669
2059120, 2077818, 2056507
2058428, 2077817, 2056800
2058421, 2077820, 2057353
2059305, 2077791, 2056714
2057605, 2077892, 2057238
2058891, 2077942, 2057021
2058583, 2077956, 2056998
2059744, 2077956, 2057368
2059346, 2077956, 2057390
2059399, 2077956, 2049073
2058815, 2077956, 2044683
2059318, 2077956, 2042731
2059391, 2077956, 2041812
2059037, 2077956, 2041770
2058340, 2077956, 2040896
2058617, 2077956, 2041683
2058115, 2077956, 2042118
2057731, 2077956, 2041228
2058348, 2077956, 2040923
2059322, 2077956, 2040161
2058751, 2077956, 2040518
2059610, 2077956, 2040186
2059138, 2077956, 2040419
2058386, 2077956, 2041645
2058803, 2077956, 2041232
2058451, 2077956, 2041049
2059026, 2077956, 2040975
2058454, 2077956, 2040035
2059019, 2077956, 2041504
2058300, 2077956, 2041033
2059519, 2077956, 2039545
2057987, 2077956, 2040574
2058724, 2077956, 2040991
2058435, 2077956, 2040630
2059956, 2077956, 2039607
2059408, 2077956, 2040196
2058940, 2077956, 2039881
2059572, 2077956, 2039624
2059004, 2077956, 2041190
2060065, 2077956, 2040465
2058766, 2077956, 2040730
2058954, 2077956, 2040708
2059130, 2077956, 2040139
2058924, 2077956, 2039831
2058764, 2077956, 2039875
2059219, 2077956, 2039955
2058428, 2077956, 2039992
2058231, 2077956, 2039979
2058577, 2077956, 2040788
2059155, 2077956, 2040204
2059694, 2077956, 2040017
2059470, 2077956, 2041012
2059726, 2077956, 2042027
2058831, 2077956, 2041232
2059580, 2077956, 2041848
2059058, 2077956, 2042094
2058447, 2077956, 2041222
2059310, 2077956, 2041346
2059622, 2077956, 2042063
2059095, 2077956, 2025971
2058819, 2077956, 2018052
2059079, 2077956, 2015364
2059010, 2077956, 2012274
2059245, 2077956, 2011834
2059420, 2077956, 2009660
2058898, 2077956, 2008715
2059218, 2077956, 2008329
2058839, 2077956, 2007849
2059285, 2077956, 2008088
2060077, 2077956, 2006446
2059185, 2077956, 2008517
2058837, 2077956, 2008320
2060003, 2077956, 2007766
2059349, 2077956, 2006871
2059606, 2077956, 2009319
2058928, 2077956, 2009739
2059310, 2077956, 2008515
2058769, 2077956, 2009845
2058922, 2077956, 2009389
2059506, 2077956, 2010239
2059376, 2077956, 2008994
2058660, 2077956, 2009337
2059710, 2077956, 2009436
2058723, 2077956, 2009733
2059468, 2077956, 2007867
2059376, 2077956, 2006350
2059297, 2077956, 2007522
2060020, 2077956, 2008349
2059766, 2077956, 2007613
2060166, 2077956, 2008460
2059311, 2077956, 2007760
2059878, 2077956, 2007917
2058941, 2077956, 2004916
2059138, 2077956, 2006820
2059091, 2077956, 2007548
2059750, 2077956, 2007472
2059657, 2077956, 2009178
2059330, 2077956, 2009195
2059838, 2077956, 2009130
2059412, 2054455, 2009374
2058864, 2048338, 2007743
2059475, 2044812, 2008370
2058784, 2044190, 2008478
2059516, 2043514, 2008404
2058661, 2043419, 2007148
2058346, 2043124, 2006855
2059777, 2043464, 2007031
2058956, 2043004, 2007028
2059321, 2043241, 2007800
2059775, 2043523, 1977164
2058732, 2042794, 1962213
2059761, 2043400, 1954909
2058570, 2043654, 1950879
2060101, 2043038, 1949334
2058990, 2043389, 1946478
2058245, 2042842, 1947566
2059246, 2042508, 1946416
2059649, 2042723, 1946237
2059366, 2043094, 1945567
2059082, 2043041, 1944798
2058230, 2043327, 1947078
2060076, 2043705, 1946975
2059148, 2043813, 1947212
2059602, 2043021, 1947374
2058726, 2042305, 1947114
2059681, 2042768, 1946840
2059230, 2043412, 1945568
2059623, 2043640, 1945299
2060397, 2043047, 1945810
2060079, 2043336, 1946923
2060261, 2042170, 1946615
2060537, 2042984, 1946428
2059705, 2043671, 1947096
2059859, 2042962, 1948853
2059732, 2042022, 1946773
2059517, 2043533, 1946710
2059269, 2043489, 1944951
2059315, 2043905, 1944734
2057773, 2043737, 1944258
2058596, 2042902, 1945553
2059342, 2043095, 1947649
2059685, 2042419, 1945864
2059358, 2042228, 1946878
2059049, 2043404, 1946764
2059582, 2043599, 1947081
2059517, 2044640, 1947373
2059236, 2043453, 1947770
2059096, 2043136, 1946349
2058747, 2042992, 1948443
2058932, 2043712, 1946135
2059081, 2042380, 1947790
2057391, 2042145, 1946021
2058676, 2042516, 1945932
2057964, 2042808, 1947159
2059852, 2042484, 1947152
2059389, 2043119, 1946897
2059039, 2043520, 1946043
2059413, 2043542, 1945402
2058812, 2043407, 1945616
